page,price,location,alapterulet,szobak,erkely
16,350 000 Ft/hó,"Budapest III. kerület, Farkastorki út",75 m2,2,20 m2
16,240 000 Ft/hó,"Budapest VI. kerület, Szondi utca",65 m2,2 + 1 fél,
16,358 893 Ft/hó,"Budapest XIII. kerület, Lehel utca",51 m2,2,7.5 m2
16,485 000 Ft/hó,"Budapest I. kerület, Attila út 18.",89 m2,3 + 1 fél,4 m2
16,220 000 Ft/hó,"Budapest IX. kerület, Napfény utca",51 m2,2,4 m2
16,230 000 Ft/hó,"Budapest III. kerület, Pünkösdfürdő utca",42 m2,2,9 m2
16,220 000 Ft/hó,"Budapest VII. kerület, Dembinszky utca",47 m2,1 + 1 fél,5 m2
16,348 900 Ft/hó,"Budapest II. kerület, Endrődi Sándor utca",71 m2,2 + 1 fél,5 m2
16,445 000 Ft/hó,"Budapest II. kerület, Széher út",100 m2,4,6 m2
16,399 000 Ft/hó,"Budapest XIV. kerület, Ilka utca 36.",85 m2,3,
16,380 000 Ft/hó,"Budapest XIII. kerület, Cserhalom utca",69 m2,3,11 m2
16,600 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 2.",70 m2,3,20 m2
16,200 000 Ft/hó,"Budapest XIV. kerület, Szőnyi út",34 m2,1 + 1 fél,2 m2
16,340 000 Ft/hó,"Budapest VI. kerület, Szondi utca 21.",80 m2,2,4 m2
16,345 000 Ft/hó,"Budapest III. kerület, Folyamőr utca",64 m2,2 + 1 fél,16 m2
16,806 000 Ft/hó,"Budapest II. kerület, Hárshegyi út 23.",100 m2,3,13 m2
16,320 000 Ft/hó,"Budapest II. kerület, Budakeszi út 57.",78 m2,2 + 1 fél,8 m2
16,800 000 Ft/hó,"Budapest V. kerület, Fehér Hajó utca",105 m2,3,4 m2
16,300 000 Ft/hó,"Budapest IX. kerület, Vaskapu utca",50 m2,2,8 m2
16,1 200 000 Ft/hó,"Budapest II. kerület, Szemlőhegy utca",164 m2,4,44 m2
17,435 000 Ft/hó,"Budapest I. kerület, Batthyány utca",100 m2,3,
17,250 000 Ft/hó,"Budapest III. kerület, Jós utca",51 m2,1 + 2 fél,1 m2
17,295 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca 4.",52 m2,2,6 m2
17,360 000 Ft/hó,"Budapest III. kerület, Kiscelli köz",64 m2,2 + 1 fél,4 m2
17,980 000 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca 17.",85 m2,3,9 m2
17,1 600 000 Ft/hó,"Budapest I. kerület, Bérc utca 1.",165 m2,4 + 1 fél,60 m2
17,335 000 Ft/hó,"Budapest V. kerület, József Attila utca",42 m2,2,
17,320 000 Ft/hó,"Budapest VIII. kerület, Futó utca",49 m2,2,6 m2
17,260 000 Ft/hó,"Budapest II. kerület, Tárogató út",53 m2,1 + 1 fél,7 m2
17,385 000 Ft/hó,"Budapest XIV. kerület, Rákos tér 34.",91 m2,3,15 m2
17,640 000 Ft/hó,"Budapest XII. kerület, Ugocsa utca",90 m2,4,8 m2
17,460 000 Ft/hó,"Budapest II. kerület, Zöldkő utca",80 m2,3,10 m2
17,235 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",30 m2,1,3 m2
17,209 000 Ft/hó,"Budapest XI. kerület, Budafoki út",37 m2,1,3 m2
17,1 100 000 Ft/hó,"Budapest III. kerület, Jablonka út",105 m2,4,60 m2
17,1 100 000 Ft/hó,"Budapest V. kerület, Egyetem tér",160 m2,4,
17,340 000 Ft/hó,"Budapest XII. kerület, Csillagvölgyi út",78 m2,3,
17,650 000 Ft/hó,"Budapest VII. kerület, Károly körút",86 m2,2 + 1 fél,10 m2
17,1 100 000 Ft/hó,"Budapest XIII. kerület, Teve utca",160 m2,4,80 m2
17,900 000 Ft/hó,"Budapest V. kerület, Sas utca",115 m2,3 + 1 fél,
18,850 000 Ft/hó,"Budapest XIII. kerület, Viza utca 9/B",120 m2,3,80 m2
18,320 000 Ft/hó,"Budapest VI. kerület, Bajnok utca",46 m2,1 + 1 fél,
18,260 000 Ft/hó,"Budapest XIII. kerület, Szegedi út",68 m2,2 + 1 fél,
18,250 000 Ft/hó,"Budapest XIII. kerület, Pannónia utca",72 m2,2,
18,260 000 Ft/hó,"Budapest XIV. kerület, Ungvár utca",54 m2,2,
18,330 000 Ft/hó,"Budapest VIII. kerület, Futó utca",48 m2,2,20 m2
18,395 000 Ft/hó,"Budapest III. kerület, Folyamőr utca",54 m2,2,12 m2
18,1 390 000 Ft/hó,"Budapest XIII. kerület, Katona József utca 28.",119 m2,4,12 m2
18,1 050 000 Ft/hó,"Budapest XI. kerület, Kelenhegyi út 40B",141 m2,5,5 m2
18,400 000 Ft/hó,"Budapest II. kerület, Csalán út",75 m2,2,10 m2
18,290 000 Ft/hó,"Budapest II. kerület, Krecsányi utca",52 m2,2,25 m2
18,980 000 Ft/hó,"Budapest II. kerület, Budenz út 12/B",109 m2,4,20 m2
18,599 000 Ft/hó,"Budapest XI. kerület, Menedékes utca 1.",97 m2,4,23 m2
18,560 000 Ft/hó,"Budapest II. kerület, Lóczy Lajos utca",113 m2,4,90 m2
18,880 000 Ft/hó,"Budapest I. kerület, Bem rakpart 26.",125 m2,5,5 m2
18,698 000 Ft/hó,"Budapest XIV. kerület, Gyertyán utca",110 m2,4,3 m2
18,380 000 Ft/hó,"Budapest II. kerület, Endrődi Sándor utca 24/b",62 m2,2 + 1 fél,4 m2
18,250 000 Ft/hó,"Budapest VI. kerület, Székely Bertalan utca 2/c",55 m2,3,
18,390 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út",110 m2,4,
18,600 000 Ft/hó,"Budapest XIII. kerület, Újpesti rakpart 5.",90 m2,3,
19,898 000 Ft/hó,"Budapest XII. kerület, Tamási Áron utca",180 m2,5 + 2 fél,34 m2
19,430 000 Ft/hó,"Budapest VIII. kerület, Salétrom utca",72 m2,2,2 m2
19,210 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",50 m2,1 + 1 fél,4 m2
19,790 000 Ft/hó,"Budapest XI. kerület, Beregszász út 81.",124 m2,3 + 2 fél,
19,245 000 Ft/hó,"Budapest II. kerület, Buday László utca",35 m2,1,
19,350 000 Ft/hó,"Budapest IX. kerület, Kálvin tér",63 m2,2,
19,380 000 Ft/hó,"Budapest I. kerület, Zsolt utca",81 m2,3,12 m2
19,310 000 Ft/hó,"Budapest III. kerület, Ezüsthegy utca",65 m2,3,
19,225 000 Ft/hó,"Budapest XIII. kerület, Fáy utca 15.",32 m2,1,6 m2
19,650 000 Ft/hó,"Budapest V. kerület, Balassi Bálint utca 21-23.",124 m2,2 + 1 fél,
19,380 000 Ft/hó,"Budapest XI. kerület, Naprózsa utca",65 m2,3 + 1 fél,55 m2
19,800 000 Ft/hó,"Budapest II. kerület, Szeréna út 37.",113 m2,4,16 m2
19,1 372 000 Ft/hó,"Budapest II. kerület, Vérhalom utca 17.",67 m2,2,24 m2
19,550 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart 2.",95 m2,3 + 1 fél,8 m2
19,400 000 Ft/hó,"Budapest IV. kerület, Malomvíz utca",72 m2,2 + 1 fél,10 m2
19,600 000 Ft/hó,"Budapest XI. kerület, Nagyida köz 5.",125 m2,2 + 2 fél,10 m2
19,295 000 Ft/hó,"Budapest XI. kerület, Bocskai út",78 m2,2 + 1 fél,4 m2
19,270 000 Ft/hó,"Budapest II. kerület, Tárogató út",55 m2,2 + 1 fél,7 m2
19,699 000 Ft/hó,"Budapest XI. kerület, Rupphegyi út 11.",108 m2,3,46 m2
19,576 000 Ft/hó,"Budapest V. kerület, Haris köz",100 m2,3,
20,1 200 000 Ft/hó,"Budapest XI. kerület, Garda utca 8.",121 m2,5,50 m2
20,320 000 Ft/hó,"Budapest I. kerület, Attila út",60 m2,2,
20,275 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 1.",39 m2,2,4 m2
20,230 000 Ft/hó,"Budapest VIII. kerület, Futó utca 22-24.",36 m2,1,8 m2
20,220 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",35 m2,1 + 1 fél,
20,250 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",55 m2,2,20 m2
20,199 000 Ft/hó,"Budapest IX. kerület, Sobieski János utca",38 m2,1 + 1 fél,
20,475 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca",90 m2,4,12 m2
20,470 000 Ft/hó,"Budapest XIV. kerület, Álmos vezér útja",108 m2,3,20 m2
20,590 000 Ft/hó,"Budapest II. kerület, Erőd utca 20.",130 m2,4,6 m2
20,398 770 Ft/hó,"Budapest II. kerület, Gábor Áron utca",65 m2,3,
20,299 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",45 m2,1 + 1 fél,4 m2
20,690 000 Ft/hó,"Budapest XIV. kerület, Kassai utca",220 m2,70 m2,7 + 2 fél
20,190 000 Ft/hó,"Budapest XXI. kerület, Zöldfa utca",38 m2,1,3 m2
20,260 000 Ft/hó,"Budapest II. kerület, Bem rakpart",69 m2,2,
20,390 000 Ft/hó,"Budapest V. kerület, Hercegprímás utca 12.",85 m2,3,2 m2
20,275 000 Ft/hó,"Budapest V. kerület, Veres Pálné utca",43 m2,1 + 1 fél,
20,225 000 Ft/hó,"Budapest I. kerület, Logodi utca 63.",32 m2,1,1 m2
20,230 000 Ft/hó,"Budapest V. kerület, Váci utca 11/B",35 m2,1,
20,350 000 Ft/hó,"Budapest VIII. kerület, Mária utca",85 m2,2 + 1 fél,
21,340 000 Ft/hó,"Budapest VII. kerület, Hársfa utca",68 m2,2,
21,270 000 Ft/hó,"Budapest I. kerület, Várkert rakpart",58 m2,2 + 1 fél,5 m2
21,330 000 Ft/hó,"Budapest XI. kerület, Mikes Kelemen utca 30-38.",47 m2,2,19 m2
21,499 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart",106 m2,4,
21,420 000 Ft/hó,"Budapest XIII. kerület, Kelén utca 1.",42 m2,2,6 m2
21,399 000 Ft/hó,"Budapest III. kerület, Pacsirtamező utca",111 m2,3,
21,499 000 Ft/hó,"Budapest II. kerület, Buday László utca",80 m2,3,
21,240 000 Ft/hó,"Budapest XI. kerület, Bártfai utca 47.",52 m2,2,4 m2
21,400 000 Ft/hó,"Budapest XIII. kerület, Szent László út",75 m2,2,4 m2
21,290 000 Ft/hó,"Budapest VI. kerület, Weiner Leó utca",30 m2,1,
21,210 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",50 m2,1 + 1 fél,4 m2
21,875 000 Ft/hó,"Budapest I. kerület, Batthyány utca 61.",107 m2,4,7 m2
21,445 000 Ft/hó,"Budapest II. kerület, Pasaréti út 61.",90 m2,3,13 m2
21,210 000 Ft/hó,"Budapest III. kerület, Raktár utca 39-41.",35 m2,1,
21,550 000 Ft/hó,"Budapest V. kerület, Honvéd tér",83 m2,3,3 m2
21,200 000 Ft/hó,"Budapest VII. kerület, Szövetség utca",28 m2,1,
21,500 000 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca 12.",120 m2,3,4 m2
21,275 000 Ft/hó,"Budapest VIII. kerület, Horánszky utca 10.",50 m2,2,
21,350 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca 76.",68 m2,2 + 1 fél,
21,440 000 Ft/hó,"Budapest II. kerület, Tárogató út",80 m2,2 + 1 fél,30 m2
22,399 000 Ft/hó,"Budapest III. kerület, Lajos utca 93-99.",75 m2,3,5 m2
22,275 000 Ft/hó,"Budapest VIII. kerület, Szentkirályi utca 32.",73 m2,1 + 2 fél,
22,170 000 Ft/hó,"Budapest VIII. kerület, Csokonai utca",37 m2,1,
22,530 000 Ft/hó,"Budapest II. kerület, Gábor Áron utca 36.",72 m2,3,12 m2
22,300 000 Ft/hó,"Budapest IX. kerület, Mihálkovics utca",44 m2,2,
22,1 025 000 Ft/hó,"Budapest II. kerület, Hárshegyi út 23.",137 m2,4,57 m2
22,360 000 Ft/hó,"Budapest VI. kerület, Teréz körút",61 m2,2,
22,275 000 Ft/hó,"Budapest VI. kerület, Szondi utca 90.",70 m2,3,2 m2
22,480 000 Ft/hó,"Budapest XI. kerület, Garda utca 8.",68 m2,3,28 m2
22,420 000 Ft/hó,"Budapest XIII. kerület, Cserhalom utca 6.",65 m2,3,11 m2
22,250 000 Ft/hó,"Budapest I. kerület, Kapucinus utca",46 m2,1,
22,300 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca 33.",60 m2,2,3 m2
22,450 000 Ft/hó,"Budapest II. kerület, Margit körút",67 m2,3,18 m2
22,259 000 Ft/hó,"Budapest XI. kerület, Baranyai utca",42 m2,1 + 2 fél,
22,320 000 Ft/hó,"Budapest XIII. kerület, Csata utca 31-33.",54 m2,2,9 m2
22,220 000 Ft/hó,"Budapest XIV. kerület, Füredi utca",46 m2,2,
22,280 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út",45 m2,1,
22,250 000 Ft/hó,"Budapest XIV. kerület, Kalocsai utca",55 m2,1 + 2 fél,5 m2
22,440 000 Ft/hó,"Budapest II. kerület, Lotz Károly utca",115 m2,3,5 m2
22,250 000 Ft/hó,"Budapest XIV. kerület, Horvát Boldizsár utca",56 m2,2,5 m2
23,420 000 Ft/hó,"Budapest VI. kerület, Munkácsy Mihály utca",74 m2,3,11 m2
23,280 000 Ft/hó,"Budapest XIII. kerület, Csavargyár utca 3.",37 m2,2,8 m2
23,800 000 Ft/hó,"Budapest XI. kerület, Petzvál József utca 12.",170 m2,5,6 m2
23,330 000 Ft/hó,"Budapest XI. kerület, Barázda utca 5.",45 m2,2,6 m2
23,240 000 Ft/hó,"Budapest XVIII. kerület, Üllői út",51 m2,1 + 1 fél,
23,1 500 000 Ft/hó,"Budapest V. kerület, Dorottya utca",137 m2,3,5 m2
23,250 000 Ft/hó,"Budapest VI. kerület, Csengery utca",61 m2,3,
23,450 000 Ft/hó,"Budapest XIV. kerület, Öv utca 168-170.",120 m2,4,16 m2
23,170 000 Ft/hó,"Budapest XIV. kerület, Mexikói út 58/b",45 m2,1 + 1 fél,4 m2
23,1 970 000 Ft/hó,"Budapest II. kerület, Vérhalom utca 17.",133 m2,3,20 m2
23,290 000 Ft/hó,"Budapest XI. kerület, Felsőhatár utca 2/b",49 m2,2,10 m2
23,595 000 Ft/hó,"Budapest II. kerület, Labanc út",90 m2,3,11 m2
23,380 000 Ft/hó,"Budapest XIII. kerület, Angyalföldi út 18.",48 m2,2,8 m2
23,234 990 Ft/hó,"Budapest IX. kerület, Nádasdy utca",34 m2,1 + 1 fél,2 m2
23,320 000 Ft/hó,"Budapest VII. kerület, Károly körút",35 m2,1,
23,255 000 Ft/hó,"Budapest VII. kerület, Dob utca 80.",50 m2,2,
23,310 000 Ft/hó,"Budapest XIII. kerület, Lőportár utca",36 m2,2,4 m2
23,165 000 Ft/hó,"Budapest III. kerület, Solymárvölgyi út",30 m2,1 + 1 fél,
23,200 000 Ft/hó,"Budapest VII. kerület, Kertész utca 31.",23 m2,1,
23,170 000 Ft/hó,"Budapest XVIII. kerület, Dolgozó út",30 m2,1,
24,420 000 Ft/hó,"Budapest V. kerület, Fehér Hajó utca",73 m2,2,4 m2
24,240 000 Ft/hó,"Budapest XIV. kerület, Báróczy utca",44 m2,2,2 m2
24,1 200 000 Ft/hó,"Budapest XI. kerület, Számadó utca",153 m2,4,70 m2
24,280 000 Ft/hó,"Budapest V. kerület, Mérleg utca 7.",54 m2,2,3 m2
24,700 000 Ft/hó,"Budapest IX. kerület, Kinizsi utca",80 m2,3,30 m2
24,690 000 Ft/hó,"Budapest XI. kerület, Kelenhegyi út 50.",70 m2,2,9 m2
24,275 000 Ft/hó,"Budapest VIII. kerület, Práter utca 6-8.",35 m2,1,1 m2
24,249 000 Ft/hó,"Budapest XX. kerület, Kossuth Lajos utca",50 m2,1 + 1 fél,7 m2
24,440 000 Ft/hó,"Budapest II. kerület, Zöldmáli lejtő",65 m2,2 + 1 fél,6 m2
24,200 000 Ft/hó,"Budapest VII. kerület, Jósika utca",30 m2,1,
24,230 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",39 m2,1,
24,190 000 Ft/hó,"Budapest VII. kerület, Dembinszky utca 49.",30 m2,1,
24,320 000 Ft/hó,"Budapest XIII. kerület, Katona József utca 21.",62 m2,2,
24,330 000 Ft/hó,"Budapest XII. kerület, Győri út",60 m2,2,3 m2
24,270 000 Ft/hó,"Budapest XIII. kerület, Taksony utca 9.",48 m2,2,10 m2
24,310 000 Ft/hó,"Budapest V. kerület, Kecskeméti utca",56 m2,1 + 1 fél,
24,230 000 Ft/hó,"Budapest XI. kerület, Beregszász út",54 m2,2,
24,270 000 Ft/hó,"Budapest XIX. kerület, Simonyi Zsigmond utca 5.",52 m2,2 + 1 fél,
24,230 000 Ft/hó,"Budapest IV. kerület, Csíksomlyó utca",49 m2,2,5 m2
24,250 000 Ft/hó,"Budapest VIII. kerület, Somogyi Béla utca",46 m2,1 + 1 fél,
25,280 000 Ft/hó,"Budapest XIII. kerület, Kerekes utca 5/B",57 m2,3,
25,320 000 Ft/hó,"Budapest XI. kerület, Kelenhegyi út",55 m2,1 + 1 fél,6 m2
25,299 900 Ft/hó,"Budapest III. kerület, Szentendrei út",70 m2,3,
25,349 000 Ft/hó,"Budapest II. kerület, Endrődi Sándor utca",71 m2,2 + 1 fél,5 m2
25,590 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút",72 m2,3,20 m2
25,678 000 Ft/hó,"Budapest I. kerület, Orom utca",67 m2,2 + 1 fél,20 m2
25,210 000 Ft/hó,"Budapest XII. kerület, Szilágyi Erzsébet fasor",42 m2,1,10 m2
25,210 000 Ft/hó,"Budapest XIII. kerület, Katona József utca 28.",50 m2,1,2 m2
25,330 000 Ft/hó,"Budapest VII. kerület, Nagy Diófa utca 14.",30 m2,1,
25,180 000 Ft/hó,"Budapest III. kerület, Amfiteátrum utca",28 m2,1,4 m2
25,640 000 Ft/hó,"Budapest V. kerület, Szép utca",106 m2,3,7 m2
25,400 000 Ft/hó,"Budapest VIII. kerület, József körút",93 m2,3,
25,300 000 Ft/hó,"Budapest II. kerület, Margit körút 54.",74 m2,3,
25,200 000 Ft/hó,"Budapest XIV. kerület, Róna utca",35 m2,1 + 1 fél,
25,240 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",45 m2,2,
25,225 000 Ft/hó,"Budapest IV. kerület, Gyertyaláng utca",45 m2,1 + 1 fél,4 m2
25,190 000 Ft/hó,"Budapest VIII. kerület, Magdolna utca 35.",32 m2,1,
25,295 000 Ft/hó,"Budapest IX. kerület, Ferenc körút",54 m2,2,
25,280 000 Ft/hó,"Budapest VI. kerület, Rózsa utca",48 m2,2,
25,190 000 Ft/hó,"Budapest XIV. kerület, Gvadányi utca",28 m2,1,
26,210 000 Ft/hó,"Budapest XI. kerület, Kelenföldi út",40 m2,1,10 m2
26,230 000 Ft/hó,"Budapest XVIII. kerület, Ráday Gedeon utca",45 m2,1 + 1 fél,14 m2
26,230 000 Ft/hó,"Budapest XI. kerület, Rodostó utca 4.",31 m2,1,8 m2
26,220 000 Ft/hó,"Budapest IX. kerület, Mester utca 48-52.",34 m2,1,15 m2
26,290 000 Ft/hó,"Budapest II. kerület, Fillér utca",44 m2,1 + 1 fél,
26,550 000 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca 5.",81 m2,2,
26,200 000 Ft/hó,"Budapest XIV. kerület, Fogarasi út",51 m2,2,2 m2
26,360 000 Ft/hó,"Budapest V. kerület, Kossuth Lajos utca",68 m2,2,
26,175 000 Ft/hó,"Budapest XII. kerület, Krisztina körút 25.",40 m2,1,
26,200 000 Ft/hó,"Budapest XII. kerület, Vércse utca",47 m2,2,
26,260 000 Ft/hó,"Budapest XIII. kerület, Kerekes utca",45 m2,1 + 1 fél,10 m2
26,380 000 Ft/hó,"Budapest VII. kerület, Károly körút 23.",60 m2,2 + 1 fél,2 m2
26,275 000 Ft/hó,"Budapest VI. kerület, Szív utca",58 m2,2,
26,250 000 Ft/hó,"Budapest II. kerület, Csalogány utca",56 m2,2,8 m2
26,250 000 Ft/hó,"Budapest XIII. kerület, Kerekes utca",51 m2,2,
26,310 000 Ft/hó,"Budapest XIV. kerület, Kőszeg utca",85 m2,3,6 m2
26,235 000 Ft/hó,"Budapest VI. kerület, Szondi utca 84.",65 m2,2,
26,250 000 Ft/hó,"Budapest XIII. kerület, Szent László út 101-103.",45 m2,1 + 1 fél,6 m2
26,210 000 Ft/hó,"Budapest III. kerület, Harrer Pál utca",48 m2,2,3 m2
26,192 000 Ft/hó,"Budapest IX. kerület, Mester utca 83.",32 m2,1,
27,249 000 Ft/hó,"Budapest XI. kerület, Villányi út 30.",64 m2,3,3 m2
27,580 000 Ft/hó,"Budapest VII. kerület, Holló utca 12-14.",73 m2,3,
27,300 000 Ft/hó,"Budapest XIII. kerület, Herzen utca",58 m2,2,
27,340 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart 27.",59 m2,1,
27,209 000 Ft/hó,"Budapest XI. kerület, Budafoki út",37 m2,1,3 m2
27,190 000 Ft/hó,"Budapest XIII. kerület, Róbert Károly körút",37 m2,1 + 1 fél,
27,185 000 Ft/hó,"Budapest VI. kerület, Szondi utca",34 m2,1,
27,285 000 Ft/hó,"Budapest XIV. kerület, Egressy út",60 m2,3,3 m2
27,300 000 Ft/hó,"Budapest VII. kerület, Péterfy Sándor utca 19.",68 m2,3,3 m2
27,200 000 Ft/hó,"Budapest XII. kerület, Hajnóczy József utca 8.",40 m2,1 + 1 fél,
27,200 000 Ft/hó,"Budapest VII. kerület, Péterfy Sándor utca",30 m2,1,
27,330 000 Ft/hó,"Budapest XII. kerület, Márvány utca 42.",65 m2,2 + 1 fél,
27,270 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út 10-12.",61 m2,2,
27,250 000 Ft/hó,"Budapest VII. kerület, Murányi utca 59.",41 m2,1 + 1 fél,
27,420 000 Ft/hó,"Budapest IX. kerület, Lónyay utca 38.",38 m2,2,35 m2
27,395 000 Ft/hó,"Budapest VIII. kerület, Vajda Péter utca 43.",94 m2,3,
27,250 000 Ft/hó,"Budapest VIII. kerület, Luther utca 4-6.",55 m2,2 + 1 fél,23 m2
27,200 000 Ft/hó,"Budapest VII. kerület, Síp utca 17.",32 m2,1 + 1 fél,
27,250 000 Ft/hó,"Budapest VIII. kerület, Horánszky utca",32 m2,1 + 1 fél,
27,300 000 Ft/hó,"Budapest VIII. kerület, Szentkirályi utca",67 m2,2,
28,429 000 Ft/hó,"Budapest VI. kerület, Király utca 30-32.",60 m2,2,11 m2
28,420 000 Ft/hó,"Budapest XI. kerület, Budafoki út 64.",65 m2,3,13 m2
28,900 000 Ft/hó,"Budapest XI. kerület, Rétalja lejtő",123 m2,3 + 1 fél,50 m2
28,760 000 Ft/hó,"Budapest V. kerület, Hercegprímás utca",68 m2,3,
28,230 000 Ft/hó,"Budapest XIII. kerület, Szegedi út",50 m2,2,2 m2
28,280 000 Ft/hó,"Budapest XII. kerület, Kútvölgyi út",64 m2,2 + 1 fél,15 m2
28,365 000 Ft/hó,"Budapest XIV. kerület, Dorozsmai utca 203-209.",66 m2,3,8 m2
28,290 000 Ft/hó,"Budapest III. kerület, Nánási út",50 m2,2,10 m2
28,229 000 Ft/hó,"Budapest II. kerület, Bem rakpart 46.",50 m2,2,
28,320 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca 1.",46 m2,2,5 m2
28,580 000 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 2.",90 m2,3 + 1 fél,8 m2
28,245 000 Ft/hó,"Budapest XIII. kerület, Kassák Lajos utca 58-60B",33 m2,1,4 m2
28,320 000 Ft/hó,"Budapest XII. kerület, Alkotás utca",76 m2,3,3 m2
28,700 000 Ft/hó,"Budapest XI. kerület, Mohai út 24.",82 m2,3 + 1 fél,20 m2
28,210 000 Ft/hó,"Budapest I. kerület, Szirtes út 28.",42 m2,1 + 1 fél,1 m2
28,250 000 Ft/hó,"Budapest XI. kerület, Regős utca",54 m2,2,4 m2
28,260 000 Ft/hó,"Budapest XI. kerület, Szerémi út 21.",52 m2,1 + 2 fél,
28,240 000 Ft/hó,"Budapest IX. kerület, Tűzoltó utca",43 m2,2,
28,320 000 Ft/hó,"Budapest II. kerület, Rómer Flóris utca 48.",67 m2,2,
28,240 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",63 m2,2,
29,490 000 Ft/hó,"Budapest VI. kerület, Rózsa utca 55.",66 m2,3,8 m2
29,420 000 Ft/hó,"Budapest IX. kerület, Gát utca 30-32.",76 m2,3,9 m2
29,345 000 Ft/hó,"Budapest II. kerület, Margit körút",71 m2,3,3 m2
29,300 000 Ft/hó,"Budapest XI. kerület, Bodorka utca 2-6.",42 m2,2,8 m2
29,259 000 Ft/hó,"Budapest VII. kerület, Dob utca 49.",41 m2,2,
29,240 000 Ft/hó,"Budapest XV. kerület, Kontyfa utca",47 m2,2,
29,190 000 Ft/hó,"Budapest XV. kerület, Thököly út 87.",37 m2,1,
29,275 000 Ft/hó,"Budapest XI. kerület, Beregszász út",52 m2,2,7 m2
29,310 000 Ft/hó,"Budapest XI. kerület, Rupphegyi út 8.",45 m2,2,
29,220 000 Ft/hó,"Budapest XIV. kerület, Ond vezér útja",46 m2,1 + 1 fél,
29,190 000 Ft/hó,"Budapest VI. kerület, Bajza utca",27 m2,1,
29,240 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút 25.",51 m2,1,
29,280 000 Ft/hó,"Budapest XV. kerület, Kőrakás park",64 m2,2 + 1 fél,3 m2
29,220 000 Ft/hó,"Budapest XIII. kerület, Dolmány utca",35 m2,1,6 m2
29,200 000 Ft/hó,"Budapest XIII. kerület, Mór utca",35 m2,1,4 m2
29,290 000 Ft/hó,"Budapest III. kerület, Lajos utca 113.",48 m2,2,6 m2
29,419 000 Ft/hó,"Budapest XI. kerület, Szerenád utca 6.",70 m2,3,70 m2
29,290 000 Ft/hó,"Budapest XIII. kerület, Szent László út",45 m2,2,5 m2
29,170 000 Ft/hó,"Budapest XIV. kerület, Torontál utca 47.",33 m2,1,
29,220 000 Ft/hó,"Budapest VI. kerület, Bajnok utca",68 m2,2 + 1 fél,2 m2
30,385 000 Ft/hó,"Budapest VI. kerület, Hajós utca 41.",113 m2,4,3 m2
30,230 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út",43 m2,1,
30,160 000 Ft/hó,"Budapest XVIII. kerület, Dolgozó út",28 m2,1,
30,599 999 Ft/hó,"Budapest XIII. kerület, Marina sétány",90 m2,2 + 2 fél,18 m2
30,195 000 Ft/hó,"Budapest VI. kerület, Bajcsy-Zsilinszky út 59.",32 m2,1,
30,155 000 Ft/hó,"Budapest XIV. kerület, Ilka utca",22 m2,1,
30,125 000 Ft/hó,"Budapest XI. kerület, Bod Péter utca 13.",20 m2,1,
30,170 000 Ft/hó,"Budapest VI. kerület, Eötvös utca",21 m2,1,
30,240 000 Ft/hó,"Budapest XII. kerület, Jagelló út 32.",40 m2,1 + 1 fél,
30,650 000 Ft/hó,"Budapest XI. kerület, Csonttollú utca 11.",93 m2,4,60 m2
30,275 000 Ft/hó,"Budapest V. kerület, Zrínyi utca 9.",36 m2,1,
30,490 000 Ft/hó,"Budapest II. kerület, Alvinci út 14.",81 m2,3,11 m2
30,1 250 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart 13-15.",140 m2,3,2 m2
30,180 000 Ft/hó,"Budapest IX. kerület, Üllői út 101.",45 m2,1 + 1 fél,
30,200 000 Ft/hó,"Budapest XIII. kerület, Dolmány utca 38.",35 m2,1 + 1 fél,60 m2
30,180 000 Ft/hó,"Budapest XI. kerület, Kondorosi út 10.",30 m2,1,6 m2
